"no","name","code","type","address","lng","lat","sigudong"
1,"상도건영아파트",21,"대기오염","서울특별시 동작구 상도동 414번지 ",126.949774021816,37.5071679625468,"서울특별시 동작구 상도동"
2,"현대자동차(주)남부사업소",21,"대기오염","서울특별시 동작구 대방동 70-1번지 ",126.932762457264,37.5139965055722,"서울특별시 동작구 대방동"
4,"경동자동차공업사",22,"수질오염","서울특별시 동작구 대방동 405-14번지 ",126.927614184452,37.4995118812146,"서울특별시 동작구 대방동"
5,"원일세차장",22,"수질오염","서울특별시 동작구 사당동 164-56  번지 ",126.974833027259,37.4872194757009,"서울특별시 동작구 사당동"
6,"대영자동차공업사",22,"수질오염","서울특별시 동작구 대방동 397-10번지 ",126.922842276034,37.5000719895779,"서울특별시 동작구 대방동"
7,"노량진수산(주)",22,"수질오염","서울특별시 동작구 노량진동 13-8번지 ",126.942059018264,37.5153250062541,"서울특별시 동작구 노량진동"
8,"만도자동차공업사",22,"수질오염","서울특별시 동작구 신대방동 692-54  번지 ",126.911979493185,37.4876009484357,"서울특별시 동작구 신대방동"
9,"서경손세차장",22,"수질오염","서울특별시 동작구 신대방동 687-13번지 ",126.908325185509,37.4879461385853,"서울특별시 동작구 신대방동"
10,"대방동청소차고",22,"수질오염","서울특별시 동작구 대방동 67-1번지 ",126.930927452442,37.5138842628831,"서울특별시 동작구 대방동"
11,"대양세차장",22,"수질오염","서울특별시 동작구 대방동 401-27번지 ",126.92174532163,37.4996234680679,"서울특별시 동작구 대방동"
12,"동작소방서",22,"수질오염","서울특별시 동작구 신대방동 460-19번지 ",126.916773711571,37.4947236414312,"서울특별시 동작구 신대방동"
13,"SK글로벌(주)21세기주유소",22,"수질오염","서울특별시 동작구 신대방동 686-44번지 ",126.905644282746,37.4871208672869,"서울특별시 동작구 신대방동"
14,"의료법인성석의료재단동작순천향병원",22,"수질오염","서울특별시 동작구 상도동 188-19번지 ",126.93582603194,37.502536258492,"서울특별시 동작구 상도동"
15,"SK글로벌(주)흑석동주유소",22,"수질오염","서울특별시 동작구 흑석동 9-46번지 ",126.965268162263,37.5080132709804,"서울특별시 동작구 흑석동"
16,"SK글로벌(주)21세기주유소",22,"수질오염","서울특별시 동작구 신대방동 686-44번지 ",126.905644282746,37.4871208672869,"서울특별시 동작구 신대방동"
17,"서경손세차장",22,"수질오염","서울특별시 동작구 신대방동 687-13번지 ",126.908325185509,37.4879461385853,"서울특별시 동작구 신대방동"
18,"대양세차장",22,"수질오염","서울특별시 동작구 대방동 401-27번지 ",126.92174532163,37.4996234680679,"서울특별시 동작구 대방동"
19,"노량진수산(주)",22,"수질오염","서울특별시 동작구 노량진동 13-8번지 ",126.942059018264,37.5153250062541,"서울특별시 동작구 노량진동"
20,"금양자동차공업사",22,"수질오염","서울특별시 동작구 상도동 56-157번지 ",126.953365825901,37.4995940509505,"서울특별시 동작구 상도동"
21,"대방자동차공업사",22,"수질오염","서울특별시 동작구 상도동 363-195번지 ",126.93621302871,37.5056042111349,"서울특별시 동작구 상도동"
23,"현대주유소",22,"수질오염","서울특별시 동작구 상도동 353-2번지 ",126.933525737672,37.5012312312456,"서울특별시 동작구 상도동"
24,"현대자동차(주)남부사업소",21,"대기오염","서울특별시 동작구 대방동 70-1번지 ",126.932762457264,37.5139965055722,"서울특별시 동작구 대방동"
26,"밤골카센타",21,"대기오염","서울특별시 동작구 상도동 27-13번지 ",126.942614691457,37.5050479702678,"서울특별시 동작구 상도동"
27,"만도자동차공업사",22,"수질오염","서울특별시 동작구 신대방동 692-54  번지 ",126.911979493185,37.4876009484357,"서울특별시 동작구 신대방동"
28,"서경손세차장",22,"수질오염","서울특별시 동작구 신대방동 687-13번지 ",126.908325185509,37.4879461385853,"서울특별시 동작구 신대방동"
29,"노량진수산(주)",22,"수질오염","서울특별시 동작구 노량진동 13-8번지 ",126.942059018264,37.5153250062541,"서울특별시 동작구 노량진동"
30,"신성부식공예사",22,"수질오염","서울특별시 동작구 대방동 20-38번지 ",126.931828317495,37.5098468460779,"서울특별시 동작구 대방동"
31,"보라매성모요양병원",22,"수질오염","서울특별시 동작구 대방동 417-3번지 ",126.920694223759,37.4988138439109,"서울특별시 동작구 대방동"
32,"대륙사카센타",21,"대기오염","서울특별시 동작구 상도동 27-2번지 ",126.942212157836,37.5050747140907,"서울특별시 동작구 상도동"
33,"서울특별시보라매병원",22,"수질오염","서울특별시 동작구 신대방동 425번지 서울특별시보라매병원 ",126.924296071002,37.4937720122796,"서울특별시 동작구 신대방동"
34,"노량진수산(주)",22,"수질오염","서울특별시 동작구 노량진동 13-8번지 ",126.942059018264,37.5153250062541,"서울특별시 동작구 노량진동"
35,"범한택시여객자동차(주)",22,"수질오염","서울특별시 동작구 대방동 397-2번지 ",126.923910544076,37.5000496167302,"서울특별시 동작구 대방동"
36,"만도자동차공업사",22,"수질오염","서울특별시 동작구 신대방동 692-54  번지 ",126.911979493185,37.4876009484357,"서울특별시 동작구 신대방동"
37,"범한택시여객자동차(주)",21,"대기오염","서울특별시 동작구 대방동 397-19번지 ",126.923552422698,37.500238506658,"서울특별시 동작구 대방동"
39,"(주)태광 사당제일지점",22,"수질오염","서울특별시 동작구 사당동 266-4번지 17/1 ",126.973469357635,37.48317932615,"서울특별시 동작구 사당동"
40,"상도3동마을버스",22,"수질오염","서울특별시 동작구 상도동 283-72번지 ",126.936253625711,37.493903678804,"서울특별시 동작구 상도동"
41,"미니스탑셀프세차타운",22,"수질오염","서울특별시 동작구 대방동 381-47번지 ",126.924153513316,37.5052521788159,"서울특별시 동작구 대방동"
42,"만도자동차공업사",22,"수질오염","서울특별시 동작구 신대방동 692-54  번지 ",126.911979493185,37.4876009484357,"서울특별시 동작구 신대방동"
43,"SK글로벌(주)21세기주유소",22,"수질오염","서울특별시 동작구 신대방동 686-44번지 ",126.905644282746,37.4871208672869,"서울특별시 동작구 신대방동"
44,"대양세차장",22,"수질오염","서울특별시 동작구 대방동 401-27번지 ",126.92174532163,37.4996234680679,"서울특별시 동작구 대방동"
45,"서경손세차장",22,"수질오염","서울특별시 동작구 신대방동 687-13번지 ",126.908325185509,37.4879461385853,"서울특별시 동작구 신대방동"
46,"대성산업(주)노량진주유소",22,"수질오염","서울특별시 동작구 노량진동 148-8번지 ",126.944908144227,37.5135744577067,"서울특별시 동작구 노량진동"
47,"중앙대학교",22,"수질오염","서울특별시 동작구 흑석동 221번지 ",126.956390085977,37.5043966657485,"서울특별시 동작구 흑석동"
48,"중앙대학교병원",22,"수질오염","서울특별시 동작구 흑석동 224-1번지 중앙대학교병원 ",126.96086256289,37.5070485389922,"서울특별시 동작구 흑석동"
49,"노량진수산(주)",22,"수질오염","서울특별시 동작구 노량진동 13-8번지 ",126.942059018264,37.5153250062541,"서울특별시 동작구 노량진동"
50,"SK글로벌(주)21세기주유소",22,"수질오염","서울특별시 동작구 신대방동 686-44번지 ",126.905644282746,37.4871208672869,"서울특별시 동작구 신대방동"
51,"대양세차장",22,"수질오염","서울특별시 동작구 대방동 401-27번지 ",126.92174532163,37.4996234680679,"서울특별시 동작구 대방동"
52,"상도건영아파트",21,"대기오염","서울특별시 동작구 상도동 414번지 ",126.949774021816,37.5071679625468,"서울특별시 동작구 상도동"
55,"현대주유소",22,"수질오염","서울특별시 동작구 상도동 353-2번지 ",126.933525737672,37.5012312312456,"서울특별시 동작구 상도동"
56,"대성산업(주)노량진주유소",22,"수질오염","서울특별시 동작구 노량진동 148-8번지 ",126.944908144227,37.5135744577067,"서울특별시 동작구 노량진동"
57,"대방자동차공업사",22,"수질오염","서울특별시 동작구 상도동 363-195번지 ",126.93621302871,37.5056042111349,"서울특별시 동작구 상도동"
58,"SK글로벌(주)21세기주유소",22,"수질오염","서울특별시 동작구 신대방동 686-44번지 ",126.905644282746,37.4871208672869,"서울특별시 동작구 신대방동"
59,"한일종합카센타",22,"수질오염","서울특별시 동작구 상도동 190-8번지 ",126.934894047614,37.5018635983107,"서울특별시 동작구 상도동"
60,"SK글로벌(주)흑석동주유소",22,"수질오염","서울특별시 동작구 흑석동 9-46번지 ",126.965268162263,37.5080132709804,"서울특별시 동작구 흑석동"
61,"금성주유소",22,"수질오염","서울특별시 동작구 상도동 103-1번지 ",126.961394509364,37.4948974778528,"서울특별시 동작구 상도동"
63,"씨앤에스유통(주)햇살나눔주유소",22,"수질오염","서울특별시 동작구 노량진동 267-6번지 ",126.934653309925,37.5128509492034,"서울특별시 동작구 노량진동"
64,"매일주유소",22,"수질오염","서울특별시 동작구 상도동 190-1번지 ",126.935083627569,37.5027351552813,"서울특별시 동작구 상도동"
65,"한국광물자원공사",22,"수질오염","서울특별시 동작구 신대방동 686-48번지 ",126.905306713115,37.486268784401,"서울특별시 동작구 신대방동"
67,"노량진수산(주)",22,"수질오염","서울특별시 동작구 노량진동 13-8번지 ",126.942059018264,37.5153250062541,"서울특별시 동작구 노량진동"
68,"현대오일뱅크(주) 직영 사당셀프주유소",22,"수질오염","서울특별시 동작구 사당동 1007-47번지 ",126.981539562843,37.4831086017897,"서울특별시 동작구 사당동"
69,"대성산업(주)노량진주유소",22,"수질오염","서울특별시 동작구 노량진동 148-8번지 ",126.944908144227,37.5135744577067,"서울특별시 동작구 노량진동"
70,"대성자동차공업사",22,"수질오염","서울특별시 동작구 대방동 17-16번지 ",126.932359310322,37.5095069320436,"서울특별시 동작구 대방동"
71,"범한택시여객자동차(주)",22,"수질오염","서울특별시 동작구 대방동 397-2번지 ",126.923910544076,37.5000496167302,"서울특별시 동작구 대방동"
72,"신성부식공예사",22,"수질오염","서울특별시 동작구 대방동 20-38번지 ",126.931828317495,37.5098468460779,"서울특별시 동작구 대방동"
76,"현대자동차(주)남부사업소",21,"대기오염","서울특별시 동작구 대방동 70-1번지 ",126.932762457264,37.5139965055722,"서울특별시 동작구 대방동"
77,"상도건영아파트",21,"대기오염","서울특별시 동작구 상도동 414번지 ",126.949774021816,37.5071679625468,"서울특별시 동작구 상도동"
78,"SK네트웍스(주)흑석동주유소",22,"수질오염","서울특별시 동작구 흑석동 9-46번지 ",126.965268162263,37.5080132709804,"서울특별시 동작구 흑석동"
79,"범한택시여객자동차(주)",21,"대기오염","서울특별시 동작구 대방동 397-19번지 ",126.923552422698,37.500238506658,"서울특별시 동작구 대방동"
80,"현대자동차(주)남부사업소",21,"대기오염","서울특별시 동작구 대방동 70-1번지 ",126.932762457264,37.5139965055722,"서울특별시 동작구 대방동"
81,"의료법인성석의료재단동작순천향병원",22,"수질오염","서울특별시 동작구 상도동 188-19번지 ",126.93582603194,37.502536258492,"서울특별시 동작구 상도동"
82,"노량진수산(주)",22,"수질오염","서울특별시 동작구 노량진동 13-8번지 ",126.942059018264,37.5153250062541,"서울특별시 동작구 노량진동"
83,"(주)지호켐",42,"유독물","서울특별시 동작구 상도동 462-3번지 중앙빌딩 201호 ",126.951059351978,37.4985908386593,"서울특별시 동작구 상도동"
84,"(주)지호켐",42,"유독물","서울특별시 동작구 상도동 462-3번지 중앙빌딩 201호 ",126.951059351978,37.4985908386593,"서울특별시 동작구 상도동"
87,"대방대림아파트",21,"대기오염","서울특별시 동작구 대방동 501번지 ",126.924711747263,37.5072946636747,"서울특별시 동작구 대방동"
88,"영인공방",22,"수질오염","서울특별시 동작구 흑석동 181-20번지 ",126.962044142492,37.5085700911049,"서울특별시 동작구 흑석동"
89,"현대그린공업사",22,"수질오염","서울특별시 동작구 대방동 17-16번지 ",126.932359310322,37.5095069320436,"서울특별시 동작구 대방동"
90,"대양세차장",22,"수질오염","서울특별시 동작구 대방동 401-27번지 ",126.92174532163,37.4996234680679,"서울특별시 동작구 대방동"
91,"(주)동아지질",22,"수질오염","서울특별시 동작구 본동 258-1번지 ",126.953614589177,37.5137215473686,"서울특별시 동작구 본동"
92,"숭실대학교",22,"수질오염","서울특별시 동작구 상도동 1-1번지 ",126.952140487742,37.5074192442178,"서울특별시 동작구 상도동"
93,"송사진실",25,"수질오염","서울특별시 동작구 흑석동 183-5번지 ",126.960916030352,37.5079718164393,"서울특별시 동작구 흑석동"
94,"동물은 내친구",25,"수질오염","서울특별시 동작구 사당동 321-114번지 318통77반 ",126.975807996545,37.4831243260075,"서울특별시 동작구 사당동"
95,"새사당의원",25,"수질오염","서울특별시 동작구 사당동 147-88번지 ",126.980782724473,37.4852646846282,"서울특별시 동작구 사당동"
96,"이수동물병원",25,"수질오염","서울특별시 동작구 사당동 162-96번지 1층 ",126.975552345127,37.4876759873002,"서울특별시 동작구 사당동"
97,"김정기정형외과",25,"수질오염","서울특별시 동작구 대방동 385-12번지 ",126.922544981555,37.5042144384967,"서울특별시 동작구 대방동"
98,"보라매성모요양병원",25,"수질오염","서울특별시 동작구 대방동 417-3번지 ",126.920694223759,37.4988138439109,"서울특별시 동작구 대방동"
99,"강미자산부인과",25,"수질오염","서울특별시 동작구 상도동 341번지 ",126.931593977599,37.5006606026467,"서울특별시 동작구 상도동"
100,"서울 김내과 의원",25,"수질오염","서울특별시 동작구 상도동 201-66번지 사랑B/D 3층 ",126.941314370138,37.5006231237805,"서울특별시 동작구 상도동"
101,"이슈스튜디오",25,"수질오염","서울특별시 동작구 신대방동 361-37번지 1층 ",126.923940297308,37.4982551922457,"서울특별시 동작구 신대방동"
102,"뉴스타일",25,"수질오염","서울특별시 동작구 신대방동 344-34번지 ",126.927432312284,37.4961489439367,"서울특별시 동작구 신대방동"
103,"최방사선과",25,"수질오염","서울특별시 동작구 신대방동 586-2번지 ",126.909227164245,37.4917706202507,"서울특별시 동작구 신대방동"
104,"대방자동차공업사",22,"수질오염","서울특별시 동작구 상도동 363-195번지 ",126.93621302871,37.5056042111349,"서울특별시 동작구 상도동"
105,"상도3동마을버스",22,"수질오염","서울특별시 동작구 상도동 283-72번지 ",126.936253625711,37.493903678804,"서울특별시 동작구 상도동"
106,"상도남부점현대자동차",22,"수질오염","서울특별시 동작구 상도동 29-4번지 ",126.943889058009,37.5050652510682,"서울특별시 동작구 상도동"
107,"현대자동차(주)남부사업소",21,"대기오염","서울특별시 동작구 대방동 70-1번지 ",126.932762457264,37.5139965055722,"서울특별시 동작구 대방동"
108,"보라매성모요양병원",22,"수질오염","서울특별시 동작구 대방동 417-3번지 ",126.920694223759,37.4988138439109,"서울특별시 동작구 대방동"
109,"신성부식공예사",22,"수질오염","서울특별시 동작구 대방동 20-38번지 ",126.931828317495,37.5098468460779,"서울특별시 동작구 대방동"
111,"(주)한국공업엔지니어링",25,"수질오염","서울특별시 동작구 사당동 1009-4번지 ",126.979896050049,37.4827322525288,"서울특별시 동작구 사당동"
112,"고석주정형외과과",25,"수질오염","서울특별시 동작구 사당동 147-79번지 ",126.980845940881,37.4852187434668,"서울특별시 동작구 사당동"
113,"서울특별시보라매병원",22,"수질오염","서울특별시 동작구 신대방동 425번지 서울특별시보라매병원 ",126.924296071002,37.4937720122796,"서울특별시 동작구 신대방동"
114,"중앙대학교병원",22,"수질오염","서울특별시 동작구 흑석동 224-1번지 중앙대학교병원 ",126.96086256289,37.5070485389922,"서울특별시 동작구 흑석동"
115,"SK네트웍스(주)흑석동주유소",22,"수질오염","서울특별시 동작구 흑석동 9-46번지 ",126.965268162263,37.5080132709804,"서울특별시 동작구 흑석동"
116,"현대오일뱅크(주)직영 현대Self주유소",22,"수질오염","서울특별시 동작구 사당동 1007-47번지 ",126.981539562843,37.4831086017897,"서울특별시 동작구 사당동"
117,"현대세차장",22,"수질오염","서울특별시 동작구 사당동 1031-4번지 ",126.980826051567,37.4794256139606,"서울특별시 동작구 사당동"
118,"대성산업(주)노량진주유소",22,"수질오염","서울특별시 동작구 노량진동 148-8번지 ",126.944908144227,37.5135744577067,"서울특별시 동작구 노량진동"
119,"보국주유소",22,"수질오염","서울특별시 동작구 사당동 266-4번지 17/1 ",126.973469357635,37.48317932615,"서울특별시 동작구 사당동"
122,"중앙대학교병원",22,"수질오염","서울특별시 동작구 흑석동 224-1번지 중앙대학교병원 ",126.96086256289,37.5070485389922,"서울특별시 동작구 흑석동"
123,"중앙대학교",22,"수질오염","서울특별시 동작구 흑석동 221번지 ",126.956390085977,37.5043966657485,"서울특별시 동작구 흑석동"
124,"SK네트웍스(주)21세기주유소",22,"수질오염","서울특별시 동작구 신대방동 686-44번지 ",126.905644282746,37.4871208672869,"서울특별시 동작구 신대방동"
125,"만도자동차공업사",22,"수질오염","서울특별시 동작구 신대방동 692-54번지 ",126.911979493185,37.4876009484357,"서울특별시 동작구 신대방동"
126,"씨앤에스유통(주)햇살나눔주유소",22,"수질오염","서울특별시 동작구 노량진동 267-6번지 ",126.934653309925,37.5128509492034,"서울특별시 동작구 노량진동"
127,"매일주유소",22,"수질오염","서울특별시 동작구 상도동 190-1번지 ",126.935083627569,37.5027351552813,"서울특별시 동작구 상도동"
128,"범한택시여객자동차(주)",21,"대기오염","서울특별시 동작구 대방동 397-2번지 ",126.923910544076,37.5000496167302,"서울특별시 동작구 대방동"
129,"범한택시여객자동차(주)",22,"수질오염","서울특별시 동작구 대방동 397-2번지 ",126.923910544076,37.5000496167302,"서울특별시 동작구 대방동"
130,"대양세차장",22,"수질오염","서울특별시 동작구 대방동 401-27번지 ",126.92174532163,37.4996234680679,"서울특별시 동작구 대방동"
131,"사당3동마을버스(주)",22,"수질오염","서울특별시 동작구 사당동 175-32번지 ",126.970276850296,37.4903769001848,"서울특별시 동작구 사당동"
132,"현대자동차정비공업사",22,"수질오염","서울특별시 동작구 사당동 85-3번지 ",126.982033267274,37.4894415943216,"서울특별시 동작구 사당동"
133,"상도건영아파트",21,"대기오염","서울특별시 동작구 상도동 414번지 ",126.949774021816,37.5071679625468,"서울특별시 동작구 상도동"
134,"동일석유(주)동주충전소",22,"수질오염","서울특별시 동작구 대방동 334번지 ",126.928840448514,37.4994681165422,"서울특별시 동작구 대방동"
135,"한일종합카센타",22,"수질오염","서울특별시 동작구 상도동 190-8번지 ",126.934894047614,37.5018635983107,"서울특별시 동작구 상도동"
136,"365미소내과의원",25,"수질오염","서울특별시 동작구 사당동 1046-8번지 ",126.977083795294,37.4768877048116,"서울특별시 동작구 사당동"
137,"드림포토잉크",25,"수질오염","서울특별시 동작구 본동 150번지 쌍용아파트상가 111 ",126.953068073811,37.5122226914266,"서울특별시 동작구 본동"
138,"사당연세의원",25,"수질오염","서울특별시 동작구 사당동 120-1번지 두성플라자 202호 ",126.978133527485,37.4884631632467,"서울특별시 동작구 사당동"
139,"의료법인성석의료재단동작순천향병원",22,"수질오염","서울특별시 동작구 상도동 188-19번지 ",126.93582603194,37.502536258492,"서울특별시 동작구 상도동"
140,"지혜스튜디오",25,"수질오염","서울특별시 동작구 신대방동 692-60  번지 ",126.912080329801,37.4878132108372,"서울특별시 동작구 신대방동"
141,"의료법인에이치엠피의료재단",25,"수질오염","서울특별시 동작구 신대방동 686-1번지 ",126.906683762784,37.4883725618465,"서울특별시 동작구 신대방동"
142,"중앙대학교",22,"수질오염","서울특별시 동작구 흑석동 221번지 ",126.956390085977,37.5043966657485,"서울특별시 동작구 흑석동"
143,"미니스탑셀프세차타운",22,"수질오염","서울특별시 동작구 대방동 381-47번지 ",126.924153513316,37.5052521788159,"서울특별시 동작구 대방동"
144,"(주)동아지질",22,"수질오염","서울특별시 동작구 본동 258-1번지 ",126.953614589177,37.5137215473686,"서울특별시 동작구 본동"
145,"중앙대학교",22,"수질오염","서울특별시 동작구 흑석동 221번지 ",126.956390085977,37.5043966657485,"서울특별시 동작구 흑석동"
146,"현대주유소",22,"수질오염","서울특별시 동작구 상도동 353-2번지 ",126.933525737672,37.5012312312456,"서울특별시 동작구 상도동"
147,"신성부식공예사",22,"수질오염","서울특별시 동작구 대방동 20-38번지 ",126.931828317495,37.5098468460779,"서울특별시 동작구 대방동"
148,"한국광물자원공사",22,"수질오염","서울특별시 동작구 신대방동 686-48번지 ",126.905306713115,37.486268784401,"서울특별시 동작구 신대방동"
149,"동일석유(주)동주충전소",22,"수질오염","서울특별시 동작구 대방동 334번지 ",126.928840448514,37.4994681165422,"서울특별시 동작구 대방동"
150,"경동자동차공업사",22,"수질오염","서울특별시 동작구 대방동 405-14번지 ",126.927614184452,37.4995118812146,"서울특별시 동작구 대방동"
151,"현대자동차(주)남부사업소",21,"대기오염","서울특별시 동작구 대방동 70-1번지 ",126.932762457264,37.5139965055722,"서울특별시 동작구 대방동"
152,"금성주유소",22,"수질오염","서울특별시 동작구 상도동 103-1번지 ",126.961394509364,37.4948974778528,"서울특별시 동작구 상도동"
153,"원일세차장",22,"수질오염","서울특별시 동작구 사당동 164-56번지 ",126.974833027259,37.4872194757009,"서울특별시 동작구 사당동"
154,"금양자동차공업사",22,"수질오염","서울특별시 동작구 상도동 56-157번지 ",126.953365825901,37.4995940509505,"서울특별시 동작구 상도동"
155,"동성자동차세차장",22,"수질오염","서울특별시 동작구 사당동 181-362번지 ",126.962888015052,37.4923173821603,"서울특별시 동작구 사당동"
156,"서경손세차장",22,"수질오염","서울특별시 동작구 신대방동 687-13번지 ",126.908325185509,37.4879461385853,"서울특별시 동작구 신대방동"
157,"대방동청소차고",22,"수질오염","서울특별시 동작구 대방동 67-1번지 ",126.930927452442,37.5138842628831,"서울특별시 동작구 대방동"
158,"미니스탑셀프세차타운",22,"수질오염","서울특별시 동작구 대방동 381-47번지 ",126.924153513316,37.5052521788159,"서울특별시 동작구 대방동"
159,"공군재경근무지원대대",22,"수질오염","서울특별시 동작구 대방동 12-1번지 ",126.931456300132,37.506772853301,"서울특별시 동작구 대방동"
160,"공군재경근무지원대대",22,"수질오염","서울특별시 동작구 대방동 12-1번지 ",126.931456300132,37.506772853301,"서울특별시 동작구 대방동"
161,"대방대림아파트",21,"대기오염","서울특별시 동작구 대방동 501번지 ",126.924711747263,37.5072946636747,"서울특별시 동작구 대방동"
162,"중앙대학교",22,"수질오염","서울특별시 동작구 흑석동 221번지 ",126.956390085977,37.5043966657485,"서울특별시 동작구 흑석동"
163,"경동자동차공업사",22,"수질오염","서울특별시 동작구 대방동 405-14번지 ",126.927614184452,37.4995118812146,"서울특별시 동작구 대방동"
164,"미니스탑셀프세차타운",22,"수질오염","서울특별시 동작구 대방동 381-47번지 ",126.924153513316,37.5052521788159,"서울특별시 동작구 대방동"
165,"상도건영아파트",21,"대기오염","서울특별시 동작구 상도동 414번지 ",126.949774021816,37.5071679625468,"서울특별시 동작구 상도동"
166,"중앙대학교병원",22,"수질오염","서울특별시 동작구 흑석동 224-1번지 중앙대학교병원 ",126.96086256289,37.5070485389922,"서울특별시 동작구 흑석동"
167,"서울특별시보라매병원",22,"수질오염","서울특별시 동작구 신대방동 425번지 서울특별시보라매병원 ",126.924296071002,37.4937720122796,"서울특별시 동작구 신대방동"
168,"서울특별시보라매병원",22,"수질오염","서울특별시 동작구 신대방동 425번지 서울특별시보라매병원 ",126.924296071002,37.4937720122796,"서울특별시 동작구 신대방동"
169,"대양세차장",22,"수질오염","서울특별시 동작구 대방동 401-27번지 ",126.92174532163,37.4996234680679,"서울특별시 동작구 대방동"
170,"동작소방서",22,"수질오염","서울특별시 동작구 신대방동 460-19번지 ",126.916773711571,37.4947236414312,"서울특별시 동작구 신대방동"
171,"중앙대학교",22,"수질오염","서울특별시 동작구 흑석동 221번지 ",126.956390085977,37.5043966657485,"서울특별시 동작구 흑석동"
172,"미니스탑셀프세차타운",22,"수질오염","서울특별시 동작구 대방동 381-47번지 ",126.924153513316,37.5052521788159,"서울특별시 동작구 대방동"
173,"중앙대학교",22,"수질오염","서울특별시 동작구 흑석동 221번지 ",126.956390085977,37.5043966657485,"서울특별시 동작구 흑석동"
174,"대성산업(주)노량진주유소",22,"수질오염","서울특별시 동작구 노량진동 148-8번지 ",126.944908144227,37.5135744577067,"서울특별시 동작구 노량진동"
175,"SK네트웍스(주) 흑석동주유소",22,"수질오염","서울특별시 동작구 흑석동 9-46번지 ",126.965268162263,37.5080132709804,"서울특별시 동작구 흑석동"
176,"현대오일뱅크(주)직영 현대Self주유소",22,"수질오염","서울특별시 동작구 사당동 1007-47번지 ",126.981539562843,37.4831086017897,"서울특별시 동작구 사당동"
177,"대성산업(주)노량진주유소",22,"수질오염","서울특별시 동작구 노량진동 148-8번지 ",126.944908144227,37.5135744577067,"서울특별시 동작구 노량진동"
178,"SK네트웍스(주)21세기주유소",22,"수질오염","서울특별시 동작구 신대방동 686-44번지 ",126.905644282746,37.4871208672869,"서울특별시 동작구 신대방동"
179,"매일주유소",22,"수질오염","서울특별시 동작구 상도동 190-1번지 ",126.935083627569,37.5027351552813,"서울특별시 동작구 상도동"
180,"미니스탑셀프세차타운",22,"수질오염","서울특별시 동작구 대방동 381-47번지 ",126.924153513316,37.5052521788159,"서울특별시 동작구 대방동"
181,"대성산업(주)노량진주유소",22,"수질오염","서울특별시 동작구 노량진동 148-8번지 ",126.944908144227,37.5135744577067,"서울특별시 동작구 노량진동"
182,"씨앤에스유통(주)햇살나눔주유소",22,"수질오염","서울특별시 동작구 노량진동 267-6번지 ",126.934653309925,37.5128509492034,"서울특별시 동작구 노량진동"
183,"한국광물자원공사",22,"수질오염","서울특별시 동작구 신대방동 686-48번지 ",126.905306713115,37.486268784401,"서울특별시 동작구 신대방동"
184,"숭실대학교",22,"수질오염","서울특별시 동작구 상도동 1-1번지 ",126.952140487742,37.5074192442178,"서울특별시 동작구 상도동"
185,"(주)창원현대에너지 동작지점 금성주유소",22,"수질오염","서울특별시 동작구 상도동 103-1번지 ",126.961394509364,37.4948974778528,"서울특별시 동작구 상도동"
186,"현대자동차정비공업사",22,"수질오염","서울특별시 동작구 사당동 85-3번지 ",126.982033267274,37.4894415943216,"서울특별시 동작구 사당동"
187,"범한택시여객자동차(주)",22,"수질오염","서울특별시 동작구 대방동 397-2번지 ",126.923910544076,37.5000496167302,"서울특별시 동작구 대방동"
189,"만도자동차공업사",22,"수질오염","서울특별시 동작구 신대방동 692-54번지 ",126.911979493185,37.4876009484357,"서울특별시 동작구 신대방동"
190,"의료법인성석의료재단 동작경희병원",22,"수질오염","서울특별시 동작구 상도동 188-19번지 ",126.93582603194,37.502536258492,"서울특별시 동작구 상도동"
191,"범한택시여객자동차(주)",21,"대기오염","서울특별시 동작구 대방동 397-2번지 ",126.923910544076,37.5000496167302,"서울특별시 동작구 대방동"
192,"디아크동물병원",25,"수질오염","서울특별시 동작구 노량진동 246-1번지 ",126.939037780506,37.5117055043028,"서울특별시 동작구 노량진동"
193,"상도3동마을버스",22,"수질오염","서울특별시 동작구 상도동 283-72번지 ",126.936253625711,37.493903678804,"서울특별시 동작구 상도동"
194,"사당3동마을버스(주)",22,"수질오염","서울특별시 동작구 사당동 175-32번지 ",126.970276850296,37.4903769001848,"서울특별시 동작구 사당동"
195,"의료법인 덕수의료재단 보라매요양병원",22,"수질오염","서울특별시 동작구 대방동 417-3번지 ",126.920694223759,37.4988138439109,"서울특별시 동작구 대방동"
196,"의료법인 덕수의료재단 보라매요양병원",25,"수질오염","서울특별시 동작구 대방동 417-3번지 ",126.920694223759,37.4988138439109,"서울특별시 동작구 대방동"
197,"예성의원",25,"수질오염","서울특별시 동작구 상도동 324-7번지 ",126.931254820162,37.4994256672125,"서울특별시 동작구 상도동"
198,"서울 김내과 의원",25,"수질오염","서울특별시 동작구 상도동 201-66번지 사랑B/D 3층 ",126.941314370138,37.5006231237805,"서울특별시 동작구 상도동"
199,"서울특별시보라매병원",22,"수질오염","서울특별시 동작구 신대방동 425번지 서울특별시보라매병원 ",126.924296071002,37.4937720122796,"서울특별시 동작구 신대방동"
200,"의료법인에이치엠피의료재단",25,"수질오염","서울특별시 동작구 신대방동 686-1번지 ",126.906683762784,37.4883725618465,"서울특별시 동작구 신대방동"
201,"아이조은성모소아과",25,"수질오염","서울특별시 동작구 신대방동 347-13번지 ",126.928362477273,37.4987001704798,"서울특별시 동작구 신대방동"
